gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_1,WT_2,WT_3,512_1,512_2,512_3
b3773,TI83333S003640,CDS,positive regulator for ilvC,transcriptional activator for isoleucine and valine synthesis (LysR family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,3954950-3955843,b3773,10.95695633,10.8847798,11.04337972,11.06181315,11.22826862,11.01203423
b3774,TI83333S003641,CDS,ketol-acid reductoisomerase,"catalyzes the formation of (R)-2,3-dihydroxy-3-methylbutanoate from (S)-2-hydroxy-2-methyl-3-oxobutanoate in valine and isoleucine biosynthesis; go_component: cytoplasm [goid 0005737]","Escherichia coli K12, complete genome.",NC_000913,3955993-3957468,b3774,16.37169885,16.3658633,16.2992033,16.05052623,16.17753018,15.91795142
b3775,TI83333S003642,CDS,peptidyl-prolyl cis-trans isomerase C (rotamase C),go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,3957555-3957836,b3775,11.50584663,11.37451614,11.40482731,11.25144098,11.14297412,11.00921633
b3776,TI83333S003643,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3958035-3958310,b3776,11.82428735,11.33434862,11.9276391,11.50741904,11.44754432,12.02106656
b3777,TI83333S003644,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3958265-3958525,b3777,11.81566062,11.5143537,11.81146337,11.53128654,11.61160459,11.91939954
b3778,TI83333S003645,CDS,"Rep helicase, a single-stranded DNA-dependent ATPase","rep helicase, a single-stranded DNA dependent ATPase; go_component: cytoplasm [goid 0005737]; go_process: DNA dependent DNA replication [goid 0006261]","Escherichia coli K12, complete genome.",NC_000913,3958700-3960721,b3778,11.37479466,11.53638489,11.19494653,11.27947572,11.14980239,10.95806851
b3779,TI83333S003646,CDS,"guanosine pentaphosphatase, also has exopolyphosphatase activity","guanosine pentaphosphatase; exopolyphosphatase; go_component: cytoplasm [goid 0005737]; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]; go_process: phosphorus metabolism [goid 0006793]; go_process: response to starvation [goid 0042594]","Escherichia coli K12, complete genome.",NC_000913,3960768-3962252,b3779,12.47834591,12.90476839,12.33223469,12.33153378,11.86139645,11.8072248
b3780,TI83333S003647,CDS,ATP-dependent RNA helicase,"Enables ATP-dependent unwinding of double stranded RNA as a component of the RNA degradosome, a multi-enzyme complex important in RNA processing and messenger RNA degradation","Escherichia coli K12, complete genome.",NC_000913,3962388-3963653,b3780,13.81809172,14.00658388,13.87027276,13.84753289,13.54436378,13.84611446
b3781,TI83333S003648,CDS,thioredoxin,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,3963784-3964113,b3781,15.59932859,15.34177405,15.44221019,15.12682408,15.28024521,14.97070621
b3782,TI83333S003649,CDS,rho operon leader peptide,go_component: cytoplasm [goid 0005737]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,3964254-3964355,b3782,15.90121995,15.81347166,15.7450858,15.62820997,15.6339897,15.70958035
b3783,TI83333S003650,CDS,transcription termination factor Rho,An RNA-DNA helicase that actively releases nascent mRNAs from paused transcription complexes; go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,3964440-3965699,b3783,13.57799699,14.1635284,13.37516726,13.77388032,13.07846041,13.35019986
b3784,TI83333S003651,CDS,UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase,"UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase; synthesis of enterobacterial common antigen (ECA); go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: enterobacterial common antigen biosynthesis [goid 0009246]","Escherichia coli K12, complete genome.",NC_000913,3965939-3967042,b3784,13.32664823,13.44399359,13.51148241,13.3089686,13.28593064,13.30495352
b3785,TI83333S003652,CDS,modulator of enterobacterial common antigen (ECA) polysaccharide chain length,"EcoGene suggests alternate start codon; putative transport protein; go_component: inner membrane [goid 0019866]; go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: enterobacterial common antigen biosynthesis [goid 0009246]","Escherichia coli K12, complete genome.",NC_000913,3967051-3968100,b3785,12.97685336,13.04166621,12.88803624,12.75357129,12.78063621,12.57313766
b3786,TI83333S003653,CDS,UDP-N-acetyl glucosamine -2-epimerase; synthesis of enterobacterial common antigen (ECA),"revised start codon, based on EcoGene 17; UDP-N-acetyl glucosamine-2-epimerase; go_component: cytoplasm [goid 0005737]; go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: enterobacterial common antigen biosynthesis [goid 0009246]","Escherichia coli K12, complete genome.",NC_000913,3968156-3969286,b3786,12.54564786,12.67268245,12.26095308,12.27171004,12.25368177,11.75157509
b3787,TI83333S003654,CDS,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase,"UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase; synthesis of enterobacterial common antigen (ECA); go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: enterobacterial common antigen biosynthesis [goid 0009246]","Escherichia coli K12, complete genome.",NC_000913,3969283-3970545,b3787,13.38122848,13.50323833,13.05869739,13.31755262,13.20025567,12.76810135
b3788,TI83333S003655,CDS,"dTDP-glucose 4,6-dehydratase","go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: O antigen biosynthesis [goid 0009243]; go_process: enterobacterial common antigen biosynthesis [goid 0009246]; go_process: nicotinamide adenine dinucleotide biosynthesis [goid 0009435]","Escherichia coli K12, complete genome.",NC_000913,3970545-3971612,b3788,13.04458182,13.10018297,12.89627794,12.91961951,13.04020105,12.52407265
b3789,TI83333S003656,CDS,glucose-1-phosphate thymidylyltransferase,"go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: O antigen biosynthesis [goid 0009243]; go_process: enterobacterial common antigen biosynthesis [goid 0009246]","Escherichia coli K12, complete genome.",NC_000913,3971631-3972512,b3789,12.27383494,12.2355656,12.1864031,12.14572822,12.31293102,11.85516172
b3790,TI83333S003657,CDS,"putative acyltransferase, lipopolysaccharide biosynthesis protein","go_component: inner membrane [goid 0019866]; go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: lipopolysaccharide core region biosynthesis [goid 0009244]","Escherichia coli K12, complete genome.",NC_000913,3972619-3973164,b3790,12.55675176,12.56129372,12.403246,12.39896993,12.53299991,12.01405266
b3791,TI83333S003658,CDS,TDP-4-oxo-6-deoxy-D-glucose transaminase,"putative regulator; go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: enterobacterial common antigen biosynthesis [goid 0009246]","Escherichia coli K12, complete genome.",NC_000913,3973169-3974299,b3791,12.83692597,12.77888711,12.7035379,12.74681273,12.94792116,12.42433295
b3792,TI83333S003659,CDS,O-antigen translocase in LPS biosynthesis,putative cytochrome; go_process: cytochrome biogenesis [goid 0017004],"Escherichia coli K12, complete genome.",NC_000913,3974301-3975551,b3792,11.61423804,11.65572685,11.40765819,11.38191477,11.52424031,11.12236644
b4481,TI83333S003660,CDS,4-alpha-L-fucosyltransferase,Catalyzes the synthesis of a lipid-linked intermediate involved in ECA synthesis,"Escherichia coli K12, complete genome.",NC_000913,3975548-3976627,b4481,11.84593543,11.98255962,11.72534459,11.91284148,11.83513136,11.5668331
b3793,TI83333S003661,CDS,putative enterobacterial common antigen polymerase,"go_component: inner membrane [goid 0019866]; go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: enterobacterial common antigen biosynthesis [goid 0009246]","Escherichia coli K12, complete genome.",NC_000913,3976624-3977976,b3793,11.16068192,11.17900128,10.95381382,10.99075322,11.016293,10.64554408
b3794,TI83333S003662,CDS,putative UDP-N-acetyl-D-mannosaminuronic acid transferase,"go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: enterobacterial common antigen biosynthesis [goid 0009246]","Escherichia coli K12, complete genome.",NC_000913,3977979-3978719,b3794,11.08499922,11.18848886,10.98554796,10.76583221,10.75033886,10.56263956
b3795,TI83333S003663,CDS,putative amino acid/amine transport protein,putative amino-acid transport protein (APC family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,3978910-3980295,b3795,13.37007151,13.29332127,13.01228183,13.11608649,13.04088957,12.57446855
b3800,TI83333S003664,CDS,putative arylsulfatase regulator,putative transcriptional activator of acrylsulfatase synthesis; go_component: cytoplasm [goid 0005737]; go_process: sulfur metabolism [goid 0006790]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,3980981-3982216,b3800,10.49009715,10.25047443,10.30537023,10.40380894,10.45194768,10.41340428
b3801,TI83333S003665,CDS,"acrylsulfatase-like enzyme, posttranslationally activated by AslB",arylsulfatase; go_component: cytoplasm [goid 0005737]; go_process: sulfur metabolism [goid 0006790],"Escherichia coli K12, complete genome.",NC_000913,3982375-3984030,b3801,9.045703612,8.974674926,9.063620521,8.942378769,9.019901061,9.013054222
b3802,TI83333S003666,CDS,a late step of protoheme IX synthesis,,"Escherichia coli K12, complete genome.",NC_000913,3984709-3985905,b3802,13.91061304,13.70260248,13.61229593,13.48488404,13.58422586,13.26560715
b3803,TI83333S003667,CDS,uroporphyrinogen III methylase,,"Escherichia coli K12, complete genome.",NC_000913,3985908-3987089,b3803,13.53881877,13.34180662,13.60061443,13.21680979,13.37070925,13.38381888
b3804,TI83333S003668,CDS,uroporphyrinogen-III synthetase,catalyzes the formation of uroporphyrinogen-III from hydroxymethylbilane,"Escherichia coli K12, complete genome.",NC_000913,3987111-3987851,b3804,12.71557318,12.76152145,12.85872789,12.40620175,12.30276244,12.79249333
b3805,TI83333S003669,CDS,porphobilinogen deaminase,transformation of 4 prophobilinogen to hydroxymethylbilane in prophyrin biosynthesis,"Escherichia coli K12, complete genome.",NC_000913,3987848-3988789,b3805,13.69103401,13.70518295,13.89855977,13.58065336,13.70365792,13.83586502
b3806,TI83333S003670,CDS,adenylate cyclase,catalyzes transfer of adenylyl group of ATP from pyrophosphate to the 3'-hydroxyl group to form cyclic AMP; go_component: cytoplasm [goid 0005737],"Escherichia coli K12, complete genome.",NC_000913,3989176-3991722,b3806,13.77855719,13.8030648,13.87013966,13.71991539,13.8941501,13.79745743
b3807,TI83333S003671,CDS,frataxin-like protein,defects in the mitochondrial frataxin protein cause Friedreich ataxis which is an autosomal recessive neurodegenerative disease; based on phylogenomic distribution this protein may have a role in iron-sulfur cluster protein assembly,"Escherichia coli K12, complete genome.",NC_000913,3991762-3992082,b3807,13.03284102,13.06211182,12.9069419,12.80613078,12.58074276,12.56694305
b3808,TI83333S003672,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,3991873-3992358,b3808,8.222867539,8.066249063,8.275765995,8.121914531,8.094946975,8.346989831
b3809,TI83333S003673,CDS,diaminopimelate epimerase,involved in lysine biosynthesis; DAP epimerase; produces DL-diaminopimelate from LL-diaminopimelate; go_component: cytoplasm [goid 0005737]; go_process: lysine biosynthesis via diaminopimelate [goid 0009089],"Escherichia coli K12, complete genome.",NC_000913,3992782-3993609,b3809,14.17406105,14.12804856,14.08721941,13.74587834,13.7549629,13.46864778
b3810,TI83333S003674,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3993606-3994313,b3810,13.53907704,13.59047447,13.35682667,13.08983955,13.19577368,12.72038285
b3811,TI83333S003675,CDS,tyrosine recombinase,includes large family of site-specific recombinases; XerC; XerD; affects chromosome segregation during cell division and dimer resolution of plasmids; go_process: DNA recombination [goid 0006310],"Escherichia coli K12, complete genome.",NC_000913,3994310-3995206,b3811,13.47318205,13.64585339,13.22094825,13.14351005,13.19765737,12.7578991
b3812,TI83333S003676,CDS,putative enzyme with a phophatase-like domain,putative phosphatase,"Escherichia coli K12, complete genome.",NC_000913,3995206-3995922,b3812,12.48220741,12.72161178,12.29957794,12.3109993,12.12271759,11.63381406
b3813,TI83333S003677,CDS,DNA-dependent ATPase I and helicase II,go_component: cytoplasm [goid 0005737]; go_process: DNA dependent DNA replication [goid 0006261]; go_process: DNA repair [goid 0006281]; go_process: SOS response [goid 0009432],"Escherichia coli K12, complete genome.",NC_000913,3996006-3998168,b3813,13.72356981,13.60400715,13.70384001,12.81073314,12.98287768,12.73807887
b4482,TI83333S003678,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3998315-3999079,b4482,8.413325716,8.25279399,8.424616485,8.31295598,8.410106764,8.367999179
b3816,TI83333S003679,CDS,"Mg2+ transport, system I",Mg2+/Ni2+/Co2+ transport protein (Mg transport system I) (MIT family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,3999449-4000399,b3816,11.74741535,11.64066166,12.17312046,11.54802905,11.8183718,11.98131814
b3817,TI83333S003680,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4000442-4000822,b3817,8.10145535,7.890513807,8.149273036,8.037842936,8.171165616,8.087362026
b3818,TI83333S003681,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4000836-4001252,b3818,6.554125473,6.513559362,6.508584694,6.500661658,6.449876604,6.457429565
b3819,TI83333S003682,CDS,chloramphenicol resistance,"version m56 coordinates reflect a -4 aa alt_init, based on EcoGene 17, as well as the sequence correction; go_process: response to drug [goid 0042493]; go_process: chloramphenicol transport [goid 0042892]","Escherichia coli K12, complete genome.",NC_000913,4001311-4002201,b3819,9.977722904,10.19254809,9.653906505,9.938703983,9.861653528,9.504909536
b3820,TI83333S003683,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4002253-4002738,b3820,10.54257539,11.0202273,10.06620746,10.30109532,10.03094907,9.781961734
b3821,TI83333S003684,CDS,outer membrane phospholipase A,go_component: external outer membrane (sensu Gram-negative Bacteria) [goid 0009279]; go_process: phosphorus metabolism [goid 0006793],"Escherichia coli K12, complete genome.",NC_000913,4002885-4003754,b3821,11.60690622,11.7161878,11.53801849,11.26842112,11.11812878,11.09538422
b3822,TI83333S003685,CDS,ATP-dependent DNA helicase,"revised start codon, based on EcoGene 17; go_component: cytoplasm [goid 0005737]; go_process: DNA dependent DNA replication [goid 0006261]; go_process: DNA repair [goid 0006281]; go_process: DNA recombination [goid 0006310]","Escherichia coli K12, complete genome.",NC_000913,4003887-4005716,b3822,11.33089438,11.73367876,11.20202993,11.22028745,10.91662052,10.47964384
b3823,TI83333S003686,CDS,amino acid exporter (threonine),EcoGene suggests alternate start codon; threonine efflux protein (RhtB family); go_component: inner membrane [goid 0019866]; go_process: threonine biosynthesis [goid 0009088],"Escherichia coli K12, complete genome.",NC_000913,4005780-4006400,b3823,13.27514781,13.23604475,13.02965086,13.19870312,13.19669271,13.09716488
b3824,TI83333S003687,CDS,"amino acid exporter (homoserine, HSL)",EcoGene suggests alternate start codon; homoserine/homoserine lactone efflux protein (RhtB family); go_component: inner membrane [goid 0019866]; go_process: L-serine biosynthesis [goid 0006564],"Escherichia coli K12, complete genome.",NC_000913,4006462-4007082,b3824,11.56460887,11.36777524,11.88816908,11.65004365,11.7782011,11.97833135
b3825,TI83333S003688,CDS,lysophospholipase L(2),go_process: phosphorus metabolism [goid 0006793],"Escherichia coli K12, complete genome.",NC_000913,4007193-4008215,b3825,12.18598332,12.18961114,12.2711437,11.94524105,12.06438661,11.92995058
b3826,TI83333S003689,CDS,"conserved protein, phosphatase-like domain","version m56 coordinates reflect a +37 aa alt_init, based on EcoGene 17, as well as the sequence correction","Escherichia coli K12, complete genome.",NC_000913,4008223-4009023,b3826,11.69278415,11.73368991,11.6600821,11.57033935,11.70915356,11.41567979
b3827,TI83333S003690,CDS,putative transport protein,,"Escherichia coli K12, complete genome.",NC_000913,4009099-4009998,b3827,10.26577873,10.21598592,10.09078139,10.19224652,10.21522997,9.954501282
b3828,TI83333S003691,CDS,regulator for metE and metH,transcriptional regulator of methionine biosynthesis (LysR family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: methionine biosynthesis [goid 0009086]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4009886-4010839,b3828,10.36331645,10.70244972,10.01526092,10.59881252,10.40098041,9.951519326
b3829,TI83333S003692,CDS,5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase,catalyzes the transfer of a methyl group from 5-methyltetrahydrofolate to homocysteine to form methionine; go_component: cytoplasm [goid 0005737]; go_process: methionine biosynthesis [goid 0009086]; go_process: S-adenosylmethionine biosynthesis [goid 0006556],"Escherichia coli K12, complete genome.",NC_000913,4011076-4013337,b3829,16.69363417,16.6417362,16.80480498,16.81766417,16.68084049,16.59526193
b3830,TI83333S003693,CDS,putative dienelactone hydrolase,putative enzyme,"Escherichia coli K12, complete genome.",NC_000913,4013377-4014192,b3830,13.47394967,13.36320756,13.68837787,12.49027052,12.86702363,12.78676825
b3831,TI83333S003694,CDS,uridine phosphorylase,"go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]","Escherichia coli K12, complete genome.",NC_000913,4014454-4015215,b3831,14.38890237,14.15029618,14.57198034,14.24098683,14.63179461,14.72880316
b3832,TI83333S003695,CDS,putative alpha helix chain,,"Escherichia coli K12, complete genome.",NC_000913,4015356-4016783,b3832,13.17757785,13.11449761,13.36970539,11.6199247,11.69830229,11.92810235
b3833,TI83333S003696,CDS,ubiquinone/menaquinone biosynthesis methyltransferase,"catalyzes the formation of menaquinol or 2-polyprenyl-3-methyl-6-methoxy-1,4-benzoquinol from S-adenosyl-L-methionine and demethylmenaquinol or 2-polyprenyl-6-methoxy-1,4-benzoquinol; go_process: aerobic respiration [goid 0009060]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,4016878-4017633,b3833,14.22486897,14.26013502,14.318995,13.74237736,13.70406588,13.75285086
b3834,TI83333S003697,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4017647-4018252,b3834,13.97646755,14.0792649,14.06619353,13.54376064,13.55113479,13.48895878
b3835,TI83333S003698,CDS,putative ubiquinone biosynthesis protein UbiB,"required, probably indirectly, for formation of 2-octaprenyl-6-hydroxy-phenol from 2-octaprenylphenol in ubiquinone biosynthesis, possible kinase","Escherichia coli K12, complete genome.",NC_000913,4018249-4019889,b3835,13.19550142,13.45852899,13.10453248,12.85432954,12.60610242,12.71922232
b3836,TI83333S003699,CDS,twin argininte translocase protein A,TatA; similar to TatE that is found in some proteobacteria; part of system that translocates proteins with a conserved twin arginine motif across the inner membrane; capable of translocating folded substrates typically those with bound cofactors; similar t,"Escherichia coli K12, complete genome.",NC_000913,4019926-4020237,b3836,14.91375403,14.83769966,15.01161401,14.77730125,14.74220043,14.94674725
b3838,TI83333S003700,CDS,sec-independent translocase,mediates the export of protein precursors bearing twin-arginine signal peptides; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,4020241-4020756,b3838,13.96567485,14.0453002,14.04621782,13.696425,13.69438621,13.93093061
b3839,TI83333S003701,CDS,component of Sec-independent translocase,"twin-arginine translocase subunit, sec-independent protein export","Escherichia coli K12, complete genome.",NC_000913,4020759-4021535,b3839,12.15263187,12.39043606,12.16571528,11.82082947,11.54320373,11.57943722
b4483,TI83333S003702,CDS,cytoplasmic Dnase,go_component: cytoplasm [goid 0005737],"Escherichia coli K12, complete genome.",NC_000913,4021577-4022359,b4483,11.52741883,11.70696632,11.32180422,11.56116364,11.25498661,10.99878662
b3842,TI83333S003703,CDS,transcriptional activator RfaH,"go_component: fimbria [goid 0009289]; go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_function: cell surface antigen activity, host-interacting [goid 0042280]; go_process: lipopolysaccharide core region biosynthesis [goid 0009244]; go_process: fimbrial biogenesis [goid 0009297]; go_process: transcription [goid 0006350]","Escherichia coli K12, complete genome.",NC_000913,4022356-4022844,b3842,10.6266332,10.62394441,10.93250997,9.920239161,9.908526985,9.92646857
b3843,TI83333S003704,CDS,3-octaprenyl-4-hydroxybenzoate decarboxylase,,"Escherichia coli K12, complete genome.",NC_000913,4023011-4024504,b3843,13.54687174,13.51705445,13.45559041,13.26430287,13.39150406,13.30392153
b3844,TI83333S003705,CDS,NAD(P)H-flavin reductase,catalyzes the reversible oxidation/reduction of NAD(P) and flavin mononucleotide; go_function: electron carrier activity [goid 0009055],"Escherichia coli K12, complete genome.",NC_000913,4024550-4025251,b3844,14.0415101,13.89320451,14.02525002,13.58512747,13.83985344,13.72616984
b3845,TI83333S003706,CDS,acetyl-CoA acetyltransferase,"Catalyzes the synthesis of acetoacetyl coenzyme A from two molecules of acetyl coenzyme A. It can also act as a thiolase, catalyzing the reverse reaction and generating two-carbon units from the four-carbon product of fatty acid oxidation; go_component: cytoplasm [goid 0005737]; go_process: fatty acid oxidation [goid 0019395]","Escherichia coli K12, complete genome.",NC_000913,4025632-4026795,b3845,11.20031817,11.21058736,11.35716552,10.37448669,10.26682097,10.17298344
b3846,TI83333S003707,CDS,4-enzyme protein: 3-hydroxyacyl-CoA dehydrogenase; 3-hydroxybutyryl-CoA epimerase; delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase; enoyl-CoA hydratase,"multifunctional: 3-hydroxybutyryl-CoA epimerase, delta(3)-cis-delta(2)-trans-enoyl-CoA-isomerase, enoyl-CoA-hydratase (N-terminal); 3-hydroxyacyl-coa dehydrogenase (C-terminal); go_process: fatty acid oxidation [goid 0019395]","Escherichia coli K12, complete genome.",NC_000913,4026805-4028994,b3846,10.83797909,11.23930081,10.70001956,9.74167787,9.521352703,9.410928275
b3847,TI83333S003708,CDS,proline dipeptidase,,"Escherichia coli K12, complete genome.",NC_000913,4029184-4030515,b3847,13.78699777,13.90980976,14.07784808,13.80829739,13.81368634,14.02361857
b3848,TI83333S003709,CDS,putative elongation factor,EcoGene suggests alternate start codon; go_process: protein biosynthesis [goid 0006412],"Escherichia coli K12, complete genome.",NC_000913,4030512-4031129,b3848,12.78919336,12.83163238,12.95916577,12.62858793,12.70450263,12.85193184
b3849,TI83333S003710,CDS,"potassium transport protein, requires TrkE (Trk family)","potassium uptake, requires TrkE; go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,4031168-4032619,b3849,12.14115982,12.19130204,12.13857057,11.84480433,11.83573994,11.68013856
b3850,TI83333S003711,CDS,protoporphyrin flavoprotein oxidase,protoporphyrin oxidase,"Escherichia coli K12, complete genome.",NC_000913,4032631-4033176,b3850,12.32552993,12.28582737,12.23888141,11.97872529,11.9799906,11.96081497
b3856,TI83333S003712,CDS,molybdopterin-guanine dinucleotide biosynthesis protein B,"EcoGene suggests alternate start codon; molybdopterin-guanine dinucleotide biosynthesis protein B, GTP-binding; go_process: Mo-molybdopterin cofactor biosynthesis [goid 0006777]","Escherichia coli K12, complete genome.",NC_000913,4038929-4039441,b3856,11.69960176,11.50525013,11.82224181,11.22612186,11.53285683,11.70019229
b3857,TI83333S003713,CDS,molybdopterin-guanine dinucleotide biosynthesis protein A,MobA; links a guanosine 5'-phosphate to molydopterin to form molybdopterin guanine dinucleotide; involved in molybdenum cofactor biosynthesis; go_process: Mo-molybdopterin cofactor biosynthesis [goid 0006777],"Escherichia coli K12, complete genome.",NC_000913,4039438-4040022,b3857,10.98152864,10.96526175,11.34410252,10.6930214,10.87394241,11.28480146
b3858,TI83333S003714,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4040092-4040361,b3858,13.89118461,13.74791087,13.94852102,13.43107459,13.57730379,13.65433123
b3859,TI83333S003715,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4040438-4041424,b3859,12.66171266,12.80552189,12.63397744,12.251287,12.24394154,12.48416658
b3860,TI83333S003716,CDS,periplasmic protein disulfide isomerase I,"protein disulfide isomerase I, essential for cytochrome c synthesis and formate-dependent reduction; go_component: periplasmic space [goid 0042597]; go_process: protein folding [goid 0006457]; go_process: response to stress [goid 0006950]","Escherichia coli K12, complete genome.",NC_000913,4041441-4042067,b3860,14.32018122,14.20429619,14.11132516,13.85304395,13.88968118,13.60888297
b3861,TI83333S003717,CDS,putative GTP-binding protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4042180-4043652,b3861,6.792366275,6.746297281,6.773070749,6.773556085,6.832506867,6.91221677
b3862,TI83333S003718,CDS,putative endonuclease,go_component: cytosolic ribosome (sensu Bacteria) [goid 0009281]; go_component: cytoplasm [goid 0005737]; go_process: RNA modification [goid 0009451]; go_process: RNA catabolism [goid 0006401],"Escherichia coli K12, complete genome.",NC_000913,4043693-4044625,b3862,8.249043799,8.171911912,8.306129532,7.653190023,7.654617972,7.768302617
b3863,TI83333S003719,CDS,DNA polymerase I,"has 3'-5' exonuclease, 5'-3' exonuclease and 5'-3'polymerase activities, primarily functions to fill gaps during DNA replication and repair; go_component: cytoplasm [goid 0005737]; go_process: DNA dependent DNA replication [goid 0006261]","Escherichia coli K12, complete genome.",NC_000913,4044989-4047775,b3863,13.1044308,12.96304351,13.09905019,12.98378358,12.92355305,13.34661786
b3865,TI83333S003720,CDS,GTP-binding protein,binds guanine nucleotides; depletion results in defective cell division; go_process: cell cycle [goid 0007049],"Escherichia coli K12, complete genome.",NC_000913,4048156-4048755,b3865,13.51293117,13.30943084,13.42714872,13.22303398,13.3475433,13.04210503
b3866,TI83333S003721,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4049370-4049879,b3866,12.46949291,12.39369994,12.41683341,11.96581689,11.88599668,12.0652539
b3867,TI83333S003722,CDS,coproporphyrinogen III oxidase,catalyzes the oxygen-independent formation of protoporphyrinogen-IX from coproporphyrinogen-III,"Escherichia coli K12, complete genome.",NC_000913,4050062-4051441,b3867,13.35653524,13.33669602,13.54783878,13.14774848,13.33889832,13.19274842
b3868,TI83333S003723,CDS,"response regulator for gln (sensor glnL) (nitrogen regulator I, NRI)","response regulator in two-component regulatory system with GlnL, nitrogen regulation (EBP family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: glutamine biosynthesis [goid 0006542]; go_process: transcription [goid 0006350]","Escherichia coli K12, complete genome.",NC_000913,4051892-4053301,b3868,11.72863663,11.85104884,11.83021694,12.1263939,11.96124088,11.75244849
b3869,TI83333S003724,CDS,"histidine protein kinase sensor for GlnG regulator (nitrogen regulator II, NRII)","sensory kinase (soluble) in two-component regulatory system with GlnG, nitrogen regulation (nitrogen regulator II, NRII); go_component: inner membrane [goid 0019866]; go_process: glutamine biosynthesis [goid 0006542]; go_process: protein modification [goid 0006464]","Escherichia coli K12, complete genome.",NC_000913,4053313-4054362,b3869,12.21615746,12.3548726,12.49540256,12.52434983,12.19358666,12.09299352
b3870,TI83333S003725,CDS,glutamine synthetase,forms a homododecamer; forms glutamine from ammonia and glutamate with the conversion of ATP to ADP and phosphate; also functions in the assimilation of ammonia; highly regulated protein controlled by the addition/removal of adenylyl groups by adenylyltran; go_component: cytoplasm [goid 0005737]; go_process: glutamine biosynthesis [goid 0006542]; go_process: nitrogen metabolism [goid 0006807],"Escherichia coli K12, complete genome.",NC_000913,4054648-4056057,b3870,15.66494206,15.57091397,15.88693897,15.38339634,15.37510397,15.19123394
b3871,TI83333S003726,CDS,GTP-binding elongation factor family protein,GTP-binding protein,"Escherichia coli K12, complete genome.",NC_000913,4056430-4058253,b3871,14.21379261,14.63535349,13.96816586,14.50327819,13.98207389,13.59741795
