gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_1,WT_2,WT_3,WT_amox_1,WT_amox_2,WT_amox_3
b3327,TI83333S003206,CDS,putative export protein F for general secretion pathway (GSP),"putative protein exporter, transport across outer membrane (General Secretory Pathway); go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,3457839-3459035,b3327,7.416317758,7.428982854,7.370910664,7.388915075,7.434307196,7.58218927
b3328,TI83333S003207,CDS,putative export protein G for general secretion pathway (GSP); pilin-like,"putative protein exporter, transport across outer membrane (General Secretory Pathway), pilin-like","Escherichia coli K12, complete genome.",NC_000913,3459045-3459482,b3328,8.390351873,8.357648195,8.245729498,8.266764975,8.351056252,8.4168009
b3329,TI83333S003208,CDS,putative export protein H for general secretion pathway (GSP),"putative protein exporter, transport across outer membrane (General Secretory Pathway)","Escherichia coli K12, complete genome.",NC_000913,3459490-3459999,b3329,9.376124745,9.277380483,9.154888114,9.331939771,9.22530999,9.406466295
b3330,TI83333S003209,CDS,putative export protein I for general secretion pathway (GSP),"EcoGene suggests alternate start codon; putative protein exporter, transport across outer membrane (General Secretory Pathway)","Escherichia coli K12, complete genome.",NC_000913,3459957-3460373,b3330,8.356857946,8.234766122,8.269102024,8.197378666,8.375402551,8.364905584
b3331,TI83333S003210,CDS,putative export protein J for general secretion pathway (GSP),"putative protein exporter, transport across outer membrane (General Secretory Pathway)","Escherichia coli K12, complete genome.",NC_000913,3460366-3460953,b3331,6.64396999,6.628360576,6.584764155,6.60396533,6.687006091,6.70853235
b3332,TI83333S003211,CDS,putative export protein K for general secretion pathway (GSP),"putative protein exporter, transport across outer membrane (General Secretory Pathway)","Escherichia coli K12, complete genome.",NC_000913,3460946-3461929,b3332,6.814773788,6.730189392,6.788559981,6.761504707,6.746874573,6.757799774
b3333,TI83333S003212,CDS,putative export protein L for general secretion pathway (GSP),"EcoGene suggests alternate start codon; putative protein exporter, transport across outer membrane (General Secretory Pathway)","Escherichia coli K12, complete genome.",NC_000913,3461941-3463107,b3333,7.906032672,7.889210199,7.87534864,7.839479077,7.8521431,7.906476684
b3334,TI83333S003213,CDS,putative export protein M for general secretion pathway (GSP),"EcoGene suggests alternate start codon; putative protein exporter, transport across outer membrane (General Secretory Pathway)","Escherichia coli K12, complete genome.",NC_000913,3463080-3463565,b3334,8.33126807,8.376073438,8.532323196,8.422308107,8.377922198,8.124864227
b3335,TI83333S003214,CDS,bifunctional prepilin peptidase: leader peptidase; N-methyltransferase; part of general secretion pathway (GSP),bifunctional prepilin peptidase: leader peptidase; methyl transferase (General Secretory Pathway); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,3463565-3464242,b3335,8.41081698,8.262741025,8.397163326,8.325502798,8.276281085,8.206480579
b3336,TI83333S003215,CDS,"bacterioferrin, an iron storage homoprotein",go_component: cytoplasm [goid 0005737]; go_process: iron ion transport [goid 0006826],"Escherichia coli K12, complete genome.",NC_000913,3464271-3464747,b3336,15.56449392,15.01277393,15.46259941,15.23636992,14.9755271,14.71640198
b3337,TI83333S003216,CDS,"regulatory or redox component complexing with Bfr, in iron storage and mobility",go_component: cytoplasm [goid 0005737]; go_process: iron ion transport [goid 0006826],"Escherichia coli K12, complete genome.",NC_000913,3464819-3465013,b3337,15.85247913,15.53929813,15.61655613,15.55252051,15.50346518,15.51726988
b3338,TI83333S003217,CDS,secreted endochitinase,has endochitinase/lysozyme activity; normally extracellular but does not appear to be secreted by wild-type Escherichia coli under standard laboratory conditions by the type II secretion pathway ; expression is controlled by H-NS; go_component: periplasmic space [goid 0042597]; go_process: macromolecule catabolism [goid 0009057],"Escherichia coli K12, complete genome.",NC_000913,3465182-3467875,b3338,9.697933056,9.666840483,9.575960606,9.657163345,9.597867039,9.622912604
b3339,TI83333S003218,CDS,elongation factor Tu,promotes GTP-dependent binding of aminoacyl-tRNA to teh A-site of ribosomes during protein biosynthesis; go_component: cytoplasm [goid 0005737]; go_process: protein biosynthesis [goid 0006412]; go_process: response to osmotic stress [goid 0006970],"Escherichia coli K12, complete genome.",NC_000913,3468167-3469351,b3339,17.12081234,17.2058406,17.25813969,17.31256918,17.15024596,17.11864797
b3340,TI83333S003219,CDS,elongation factor EF-2,Promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome; go_component: cytoplasm [goid 0005737]; go_process: protein biosynthesis [goid 0006412],"Escherichia coli K12, complete genome.",NC_000913,3469422-3471536,b3340,16.59319617,16.94393364,16.76628439,16.97503718,16.79342246,17.01254029
b3341,TI83333S003220,CDS,30S ribosomal protein S7,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center; go_component: cytosolic ribosome (sensu Bacteria) [goid 0009281]; go_component: cytoplasm [goid 0005737]; go_function: structural constituent of ribosome [goid 0003735]; go_process: protein biosynthesis [goid 0006412]","Escherichia coli K12, complete genome.",NC_000913,3471564-3472103,b3341,15.93250167,16.47590559,15.99802278,16.19867381,16.41070989,16.44597473
b3342,TI83333S003221,CDS,30S ribosomal protein S12,"Important for translational accuracy. Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S s; go_component: cytosolic ribosome (sensu Bacteria) [goid 0009281]; go_component: cytoplasm [goid 0005737]; go_function: structural constituent of ribosome [goid 0003735]; go_process: protein biosynthesis [goid 0006412]","Escherichia coli K12, complete genome.",NC_000913,3472200-3472574,b3342,16.30061845,16.73104107,16.27005023,16.40673996,16.68609531,16.8285184
b3343,TI83333S003222,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3472700-3472987,b3343,12.3987825,12.7185465,12.39092113,12.55148151,12.72283058,12.62071256
b3344,TI83333S003223,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3472995-3473354,b3344,11.75499033,11.98154252,11.73585337,11.68496621,12.04175301,11.94720115
b3345,TI83333S003224,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3473354-3473740,b3345,13.16988875,13.36785471,13.18812269,13.24792789,13.27170627,13.25999107
b3346,TI83333S003225,CDS,putative regulator,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,3473740-3474474,b3346,12.16041441,12.47042448,12.39075256,12.3564448,12.33212096,12.2894368
b3347,TI83333S003226,CDS,FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase),go_component: periplasmic space [goid 0042597]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,3474629-3475441,b3347,13.82803282,13.99698222,13.4691791,13.49230516,14.01941527,13.87868096
b3348,TI83333S003227,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3475662-3475880,b3348,10.44515378,10.36711063,10.6639527,10.5913263,10.39549939,10.22311949
b3349,TI83333S003228,CDS,FKBP-type peptidyl prolyl cis-trans isomerase (rotamase),FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase); go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,3475929-3476519,b3349,16.205972,16.04419066,16.137034,15.86000555,16.20331742,16.12777225
b3350,TI83333S003229,CDS,glutathione-regulated potassium-efflux system protein,involved in potassium efflux; go_component: inner membrane [goid 0019866]; go_function: potassium:hydrogen antiporter activity [goid 0015386],"Escherichia coli K12, complete genome.",NC_000913,3476824-3478629,b3350,12.41433027,12.41523563,12.23789027,12.26410472,12.42060027,12.44593165
b3351,TI83333S003230,CDS,glutathione-regulated potassium-efflux system ancillary protein,,"Escherichia coli K12, complete genome.",NC_000913,3478629-3479183,b3351,11.79672279,11.9732873,11.40335757,11.68761433,12.05920898,12.1219253
b3352,TI83333S003231,CDS,putative ATP-binding component of a transport system,"putative transport protein (ABC superfamily, atp_bind); go_component: cytoplasm [goid 0005737]","Escherichia coli K12, complete genome.",NC_000913,3479311-3481224,b3352,12.08934292,12.29998406,11.96985284,11.95796841,12.36584815,12.32975921
b3353,TI83333S003232,CDS,putative enzyme with alpha/beta-hydrolase domain,,"Escherichia coli K12, complete genome.",NC_000913,3481224-3482246,b3353,11.45723781,11.74830613,11.40767472,11.38502992,11.70186235,11.86422266
b3354,TI83333S003233,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3482240-3482458,b3354,13.86229327,13.72036577,13.81777123,13.89525118,13.65726469,13.82266548
b3355,TI83333S003234,CDS,probable phosphoribulokinase,putative phosphoribulokinase; go_process: glucose metabolism [goid 0006006],"Escherichia coli K12, complete genome.",NC_000913,3482512-3483381,b3355,12.91322769,12.82906884,12.9345874,13.10279719,12.65625762,12.79265528
b3356,TI83333S003235,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3483436-3483840,b3356,13.72178561,13.46587568,13.74854877,13.52706828,13.39299931,13.24230055
b3357,TI83333S003236,CDS,cyclic AMP receptor protein,"transcriptional regulator, cyclic AMP receptor protein (CAMP-binding family), interacts with RNAP; go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350]","Escherichia coli K12, complete genome.",NC_000913,3484142-3484774,b3357,15.69733598,15.64579241,15.97235127,15.78790601,15.50895603,15.63279479
b3358,TI83333S003237,CDS,putative dienelactone hydrolase,EcoGene suggests alternate start codon; go_component: cytoplasm [goid 0005737]; go_process: metabolism [goid 0008152],"Escherichia coli K12, complete genome.",NC_000913,3484825-3486915,b3358,12.26920295,12.37690084,12.09083633,12.11065662,12.39599001,12.3368398
b3359,TI83333S003238,CDS,bifunctional N-succinyldiaminopimelate-aminotransferase/ acetylornithine transaminase protein,DapATase; bifunctional enzyme that functions in arginine and lysine biosynthetic pathways; catalyzes the formation of N-acetyl-L-glutamate 5-semialdehyde from 2-oxoglutarate and N(2)-acetyl-L-ornithine or N-succinyl-2-L-amino-6-oxoheptanedioate from 2-oxog; go_component: cytoplasm [goid 0005737]; go_process: arginine biosynthesis [goid 0006526]; go_process: lysine biosynthesis via diaminopimelate [goid 0009089],"Escherichia coli K12, complete genome.",NC_000913,3486982-3488202,b3359,14.17842195,14.26756705,13.96621639,14.23392672,14.2278172,14.18615148
b3360,TI83333S003239,CDS,para-aminobenzoate synthase component II,catalyzes the formation of 4-amino-4-deoxychorismate from chorismate and glutamine; go_process: folic acid biosynthesis [goid 0046656],"Escherichia coli K12, complete genome.",NC_000913,3488288-3488851,b3360,11.88181102,11.66180855,11.7586091,11.80905829,11.77341224,11.7090754
b3361,TI83333S003240,CDS,"induced in stationary phase, recognized by rpoS, affects cell division","possible cell filamentation protein, induced in stationary phase","Escherichia coli K12, complete genome.",NC_000913,3488883-3489485,b3361,13.35201441,13.01368761,13.75003914,13.59461936,13.07645993,12.90613223
b3362,TI83333S003241,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3489475-3489642,b3362,12.66557087,12.30432337,13.10541438,12.89392264,12.3630783,12.10030991
b3363,TI83333S003242,CDS,peptidyl-prolyl cis-trans isomerase A (rotamase A),go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,3489747-3490319,b3363,13.87950827,14.09913198,13.84371523,13.81031656,14.47035703,14.12948445
b3364,TI83333S003243,CDS,hypothetical protein,go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,3490590-3491771,b3364,9.106099557,9.674986607,8.909027267,8.910029526,9.962557095,9.556405773
b3365,TI83333S003244,CDS,nitrite reductase (NAD(P)H) subunit,"nitrite reductase, large subunit, nucleotide-binding; go_component: cytoplasm [goid 0005737]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,3492033-3494576,b3365,13.34816954,12.11553771,14.54876946,14.3983569,10.73038337,11.61296148
b3366,TI83333S003245,CDS,nitrite reductase small subunit,"involved in reducing nitrite to ammonium to detoxify nitrite accumulation in anaerobic nitrate-respiring cells and regenerate NAD+; bounds to NirB, the cytoplasmic subunit, whose expression is induced at high nitrate concentrations; go_component: cytoplasm [goid 0005737]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,3494573-3494899,b3366,10.05451173,8.376237225,11.5433828,11.05265852,7.270973773,7.44763187
b3367,TI83333S003246,CDS,nitrite reductase activity,EcoGene suggests alternate start codon; nitrite transport protein (FNT family); go_component: inner membrane [goid 0019866]; go_process: nitrogen metabolism [goid 0006807],"Escherichia coli K12, complete genome.",NC_000913,3495277-3495831,b3367,9.615231085,9.462380503,10.18642529,10.02383079,9.417291965,9.487531171
b3368,TI83333S003247,CDS,"siroheme synthase, catalyses four reactions between uroporphyrinogen III and siroheme",uroporphyrinogen III methylase; sirohaeme biosynthesis,"Escherichia coli K12, complete genome.",NC_000913,3495850-3497223,b3368,11.26175669,11.32258471,11.44369323,11.46119945,11.20067483,11.10972497
b3369,TI83333S003248,CDS,unknown CDS,,"Escherichia coli K12, complete genome.",NC_000913,3497470-3497637,b3369,9.012595573,8.76778068,9.109187911,9.133006465,9.099614897,8.560838361
b3370,TI83333S003249,CDS,putative amino acid/amine transport protein,EcoGene suggests alternate start codon; putative methionine transport protein (APC family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,3497881-3499269,b3370,6.619107929,6.644383198,6.642620621,6.669263604,6.632127041,6.722360908
b3371,TI83333S003250,CDS,putative enzyme,EcoGene suggests alternate start codon; putative transport protein,"Escherichia coli K12, complete genome.",NC_000913,3499269-3500312,b3371,8.036397066,7.970245806,8.16666844,8.089929558,7.855613696,7.882151506
b4474,TI83333S003251,CDS,putative fructoselysine or fructoselysine 6-P isomerase,,"Escherichia coli K12, complete genome.",NC_000913,3500362-3501192,b4474,10.35183601,10.23403618,10.21353536,10.3514704,10.2753679,10.37015004
b3374,TI83333S003252,CDS,putative kinase,putative sugar kinase,"Escherichia coli K12, complete genome.",NC_000913,3501189-3501974,b3374,9.152430103,9.025154539,9.091153971,9.158240094,9.028461926,9.077170962
b3375,TI83333S003253,CDS,putative transcriptional regulator,EcoGene suggests alternate start codon; putative transcriptional repressor (GntR family); go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,3502008-3502805,b3375,11.8690955,11.86306375,12.22858776,12.14013961,11.6682049,11.74035008
b3376,TI83333S003254,CDS,putative enzyme,,"Escherichia coli K12, complete genome.",NC_000913,3502957-3504042,b3376,11.54648026,11.4670815,11.4364907,11.52739081,11.43873151,11.67361177
b3377,TI83333S003255,CDS,putative transport protein,putative transport system permease protein,"Escherichia coli K12, complete genome.",NC_000913,3504054-3505358,b3377,9.400114604,9.210835833,9.269038765,9.296602635,9.335703891,9.372005275
b3378,TI83333S003256,CDS,unknown CDS,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,3505370-3505762,b3378,8.666483928,8.603269788,8.780578183,8.717242619,8.595207192,8.654216796
b3379,TI83333S003257,CDS,putative hydrolase,putative phosphotriesterase,"Escherichia coli K12, complete genome.",NC_000913,3505734-3506612,b3379,9.109869721,9.024845591,9.010304521,9.156594673,9.098894001,9.145656981
b3380,TI83333S003258,CDS,phosphopentomutase,catalyzes the transfer of phosphate between the C1 and C5 carbons of pentose,"Escherichia coli K12, complete genome.",NC_000913,3506609-3507835,b3380,8.038371674,7.906301861,7.848966925,7.92018538,7.871934239,8.025574616
b3381,TI83333S003259,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3507835-3508998,b3381,8.248515305,8.188679301,8.205905123,8.218366646,8.272564255,8.308510945
b3382,TI83333S003260,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,3509082-3509486,b3382,11.08307825,10.94679679,10.96456248,10.97054581,10.96573328,11.08442416
b3383,TI83333S003261,CDS,unknown CDS,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,3509461-3510366,b3383,9.949758047,10.13783472,10.01251223,9.876386264,10.26367486,10.28384679
b3384,TI83333S003262,CDS,tryptophanyl-tRNA synthetase,catalyzes a two-step reaction; first charging a tryptophan molecule by linking its carboxyl group to the alpha-phosphate of ATP; second by transfer of the aminoacyl-adenylate to its tRNA; go_component: cytoplasm [goid 0005737]; go_process: amino acid activation [goid 0006418],"Escherichia coli K12, complete genome.",NC_000913,3510656-3511660,b3384,14.31598239,14.13719204,14.12250784,13.95190381,14.23781334,14.11948301
b3385,TI83333S003263,CDS,phosphoglycolate phosphatase,catalyzes the formation of glycolate and phosphate from 2-phosphoglycolate; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,3511653-3512411,b3385,14.11970119,14.07116819,13.9951857,13.92743029,14.03641062,13.96765278
b3386,TI83333S003264,CDS,ribulose-phosphate 3-epimerase,"catalyzes the interconversion of D-ribulose 5-phosphate to xylulose 5-phosphate; go_process: carbohydrate catabolism [goid 0016052]; go_process: pentose-phosphate shunt, non-oxidative branch [goid 0009052]","Escherichia coli K12, complete genome.",NC_000913,3512404-3513081,b3386,13.7530754,13.73982686,13.84275841,13.79783125,13.66546188,13.69638251
b3387,TI83333S003265,CDS,DNA adenine methylase,go_component: cytoplasm [goid 0005737]; go_process: DNA methylation [goid 0006306],"Escherichia coli K12, complete genome.",NC_000913,3513099-3513935,b3387,12.68049913,12.7777453,12.71595548,12.73752886,12.69463122,12.80992784
b3388,TI83333S003266,CDS,putative membrane protein; interferes with cell division,go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,3514042-3515328,b3388,13.89886856,14.0790741,13.94976254,13.81888023,14.03331394,14.00880546
b3389,TI83333S003267,CDS,3-dehydroquinate synthase,catalyzes the formation of 3-dehydroquinate from 3-deoxy-aribino-heptulonate 7-phosphate; go_process: chorismate biosynthesis [goid 0009423],"Escherichia coli K12, complete genome.",NC_000913,3515420-3516508,b3389,14.3549158,14.58055707,14.24102312,14.36667014,14.55967749,14.56017606
b3390,TI83333S003268,CDS,shikimate kinase I,catalyzes the formation of shikimate 3-phosphate from shikimate in aromatic amino acid biosynthesis; go_process: chorismate biosynthesis [goid 0009423],"Escherichia coli K12, complete genome.",NC_000913,3516565-3517287,b3390,13.59826087,13.79817861,13.45295852,13.37802898,13.90647428,13.73809672
b3391,TI83333S003269,CDS,putative transport portein,"putative transport protein, possibly in biosynthesis of type IV pilin","Escherichia coli K12, complete genome.",NC_000913,3517487-3518725,b3391,9.752907297,9.668758115,9.62002152,9.797007579,9.742216508,9.804187677
b3392,TI83333S003270,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,3518637-3519080,b3392,11.17465138,11.04329083,11.0809972,11.06275781,11.0862313,11.24482807
b3393,TI83333S003271,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3519031-3519471,b3393,9.9478043,9.885903473,9.734295993,9.938646051,9.863523983,9.973398223
b3394,TI83333S003272,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3519455-3519994,b3394,9.842248021,9.879542228,9.782905803,9.837969075,9.790876038,10.0000938
b3395,TI83333S003273,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,3519994-3520800,b3395,9.569395568,9.494336184,9.680964795,9.614937209,9.487094843,9.571293133
b3396,TI83333S003274,CDS,bifunctional penicillin-binding protein 1a: transglycosylase (N-terminal); transpeptidase (C-terminal),EcoGene suggests alternate start codon; peptidoglycan synthetase; penicillin-binding protein 1A; go_component: inner membrane [goid 0019866]; go_process: peptidoglycan biosynthesis [goid 0009252]; go_process: response to drug [goid 0042493],"Escherichia coli K12, complete genome.",NC_000913,3520869-3523445,b3396,11.4374355,11.69860708,11.09879273,10.96473162,11.97051823,11.77019517
b3397,TI83333S003275,CDS,"conserved protein, MutT-like",,"Escherichia coli K12, complete genome.",NC_000913,3523611-3524171,b3397,12.41160795,12.39361731,12.19265326,12.02353684,12.82169299,12.28931233
b3398,TI83333S003276,CDS,putative dehydrogenase,,"Escherichia coli K12, complete genome.",NC_000913,3524491-3526626,b3398,11.22728387,11.45479548,11.14137101,11.10577952,11.53834056,11.45121874
b3399,TI83333S003277,CDS,"putative hydrolase, contains a phophatase-like domain",EcoGene suggests alternate start codon; putative phosphatase,"Escherichia coli K12, complete genome.",NC_000913,3526646-3527359,b3399,12.1192834,12.29966636,12.04299924,12.17824983,12.32630219,12.273914
b3400,TI83333S003278,CDS,Hsp15; DNA/RNA binding heat shock protein,"heat shock protein 15, DNA/RNA-binding; go_component: cytoplasm [goid 0005737]; go_process: response to temperature [goid 0009266]","Escherichia coli K12, complete genome.",NC_000913,3527370-3527771,b3400,13.02373335,13.18601974,12.98730297,13.13232544,13.21272799,13.18289764
b3401,TI83333S003279,CDS,Hsp33-like chaperonin,"becomes active under oxidative stress; four conserved cysteines bind a zinc atomr when they are in the reduced state and the enzyme is inactive; oxidative stress results in oxidized cysteines, release of zinc, and binding of Hsp33 to aggregation-prone prot; go_process: protein folding [goid 0006457]","Escherichia coli K12, complete genome.",NC_000913,3527790-3528674,b3401,11.18976883,11.38038768,11.26080111,11.14209944,11.49668694,11.36529092
b3402,TI83333S003280,CDS,putative transport,,"Escherichia coli K12, complete genome.",NC_000913,3528737-3530461,b3402,10.07884804,10.05669154,10.19817755,10.10057302,9.900665042,9.969677684
b3403,TI83333S003281,CDS,phosphoenolpyruvate carboxykinase,PEP carboxykinase; PEP carboxylase; PEPCK; catalyzes the phosphorylation and decarboxylation of oxaloacetate to form phosphoenolpyruvate using ATP; go_process: gluconeogenesis [goid 0006094],"Escherichia coli K12, complete genome.",NC_000913,3530840-3532462,b3403,14.07912022,14.2079042,14.47703199,14.11788617,13.96768017,13.8894061
b3404,TI83333S003282,CDS,osmolarity sensor protein,membrane-localized osmosensor; histidine kinase; in high osmolarity EnvZ autophosphorylates itself and transfers phosphoryl group to OmpR; go_component: inner membrane [goid 0019866]; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,3532538-3533890,b3404,11.64524821,11.79012528,11.94578908,11.75901527,11.79180991,11.73263088
b3405,TI83333S003283,CDS,osmolarity response regulator,part of two-component system EnvZ/OmpR; regulates transcription of outer membrane porin genes ompC/F; under high osmolarity EnvZ functions as kinase/phosphotransferase and phosphorylates OmpR; the result is increased expression of ompC and repression of om; go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,3533887-3534606,b3405,12.94534426,12.88726003,13.32832564,13.19492757,12.85859197,12.83026639
b3406,TI83333S003284,CDS,transcription elongation factor GreB,"necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites; arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary comp; go_component: cytoplasm [goid 0005737]; go_process: transcription [goid 0006350]; go_process: regulation of transcription, DNA-dependent [goid 0006355]","Escherichia coli K12, complete genome.",NC_000913,3534798-3535310,b3406,11.99898683,11.91182945,12.30122946,12.17869884,11.84988245,11.80437952
b3407,TI83333S003285,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,3535506-3537728,b3407,13.06984069,13.28205578,12.86320391,12.73382654,13.29224824,13.26822001
b3408,TI83333S003286,CDS,ferrous iron transport protein A,go_process: iron ion transport [goid 0006826],"Escherichia coli K12, complete genome.",NC_000913,3538185-3538412,b3408,15.70637436,15.53181463,15.94175102,16.18909153,15.09832536,15.56431314
b3409,TI83333S003287,CDS,ferrous iron transport protein B,ferrous iron transport protein B (FeoB family); go_component: inner membrane [goid 0019866]; go_process: iron ion transport [goid 0006826],"Escherichia coli K12, complete genome.",NC_000913,3538429-3540750,b3409,14.00540796,13.56955678,14.65722215,14.52158724,12.69846783,13.01283524
b3410,TI83333S003288,CDS,putative transcriptional regulator,"go_process: regulation of transcription, DNA-dependent [goid 0006355]","Escherichia coli K12, complete genome.",NC_000913,3540750-3540986,b3410,13.10073102,12.69146368,13.44446004,13.41283186,12.33365322,12.35947491
b3411,TI83333S003289,CDS,putative transposase,,"Escherichia coli K12, complete genome.",NC_000913,3541189-3542067,b3411,10.91895991,10.68591507,10.7838573,10.61019696,10.75658369,10.78250188
b3412,TI83333S003290,CDS,biotin biosynthesis; reaction prior to pimeloyl CoA,putative enzyme in pimeloyl-CoA (biotin precursor) synthesis; go_process: biotin biosynthesis [goid 0009102],"Escherichia coli K12, complete genome.",NC_000913,3542096-3542866,b3412,11.34545683,11.3417318,11.45074625,11.29606734,11.48840634,11.42040285
b3413,TI83333S003291,CDS,putative periplasmic gluconate-binding protein in GNT I transport system,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,3542856-3543587,b3413,12.07174003,12.04741617,11.93480084,12.08599457,12.03934454,11.95817741
b3414,TI83333S003292,CDS,membrane-bound protein in GNT I transport system,,"Escherichia coli K12, complete genome.",NC_000913,3543646-3544221,b3414,13.39324232,13.57559138,13.16703699,13.28659878,13.73235964,13.47923419
b3415,TI83333S003293,CDS,high-affinity gluconate permease in GNT I system (GntP family),high-affinity transport of gluconate / gluconate permease; go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,3544581-3545897,b3415,10.38517183,10.28883693,10.39594555,10.16719067,10.28505503,10.87793735
b3416,TI83333S003294,CDS,4-alpha-glucanotransferase (amylomaltase),go_component: cytoplasm [goid 0005737]; go_process: carbohydrate catabolism [goid 0016052]; go_process: polysaccharide catabolism [goid 0000272],"Escherichia coli K12, complete genome.",NC_000913,3546008-3548092,b3416,13.49126102,13.51299155,13.63653323,13.53084409,13.44665674,13.42055058
b3417,TI83333S003295,CDS,maltodextrin phosphorylase,go_process: carbohydrate catabolism [goid 0016052]; go_process: polysaccharide catabolism [goid 0000272],"Escherichia coli K12, complete genome.",NC_000913,3548102-3550495,b3417,14.71463857,14.78745484,14.61966118,14.71499752,14.46117474,14.56797823
b3418,TI83333S003296,CDS,transcriptional regulator MalT,Positively regulates the transcription of the maltose regulon whose gene products are responsible for uptake and catabolism of malto-oligosaccharides; go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: carbohydrate catabolism [goid 0016052]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,3551107-3553812,b3418,14.76762669,14.72927268,14.9032728,14.67000577,14.57258943,14.4961745
b4475,TI83333S003297,CDS,RNA 3'-terminal-phosphate cyclase,"catalyzes the conversion of terminal3'-phosphate of RNA to the 2',3'-cyclicphosphodiester; go_component: cytoplasm [goid 0005737]; go_process: RNA metabolism [goid 0016070]","Escherichia coli K12, complete genome.",NC_000913,3553855-3554871,b4475,11.2953034,11.09152853,11.19834467,11.17035917,11.09641821,11.1705097
b3421,TI83333S003298,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,3554875-3556101,b3421,11.58394981,11.30612823,11.52877987,11.53913273,11.3037307,11.40673448
b3422,TI83333S003299,CDS,sigma N (sigma 54)-dependent transcriptional activator of RNA 3'-terminal phosphate cyclase (EBP familiy),"sigma54-dependent regulator of rtcBA expression; go_component: cytoplasm [goid 0005737]; go_process: transcription [goid 0006350]; go_process: regulation of transcription, DNA-dependent [goid 0006355]","Escherichia coli K12, complete genome.",NC_000913,3556290-3557888,b3422,7.952400443,7.950845602,8.2240622,8.198875642,7.83148715,7.997077118
