gene_id,SEQ_ID,FEAT_TYPE,FUNCTION,DESCRIPTION,COMMENTS,ACCESSION,MAPLOC,gene,WT_amox_1,WT_amox_2,WT_amox_3,512_amox_1,512_amox_2,512_amox_3
b3869,TI83333S003724,CDS,"histidine protein kinase sensor for GlnG regulator (nitrogen regulator II, NRII)","sensory kinase (soluble) in two-component regulatory system with GlnG, nitrogen regulation (nitrogen regulator II, NRII); go_component: inner membrane [goid 0019866]; go_process: glutamine biosynthesis [goid 0006542]; go_process: protein modification [goid 0006464]","Escherichia coli K12, complete genome.",NC_000913,4053313-4054362,b3869,12.36555124,12.5149647,12.58828902,12.09679048,12.06410781,11.79239765
b3870,TI83333S003725,CDS,glutamine synthetase,forms a homododecamer; forms glutamine from ammonia and glutamate with the conversion of ATP to ADP and phosphate; also functions in the assimilation of ammonia; highly regulated protein controlled by the addition/removal of adenylyl groups by adenylyltran; go_component: cytoplasm [goid 0005737]; go_process: glutamine biosynthesis [goid 0006542]; go_process: nitrogen metabolism [goid 0006807],"Escherichia coli K12, complete genome.",NC_000913,4054648-4056057,b3870,15.86694676,15.54801695,15.68441853,15.29176682,15.18150796,14.94292193
b3871,TI83333S003726,CDS,GTP-binding elongation factor family protein,GTP-binding protein,"Escherichia coli K12, complete genome.",NC_000913,4056430-4058253,b3871,13.65518597,14.68130229,14.69871063,13.4123228,13.56327674,13.17916852
b3872,TI83333S003727,CDS,putative transcriptional regulator,putative transcriptional repressor (GntR family); go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4058470-4059180,b3872,7.885845321,8.441461336,8.301614135,8.286926501,8.39334025,8.274880625
b3873,TI83333S003728,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4059188-4060168,b3873,7.592484246,7.8206787,7.624264613,7.653020627,7.615419145,7.590969629
b3874,TI83333S003729,CDS,putative resistance protein (transport),putative transport protein (MFS family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,4060270-4061535,b3874,6.803858065,6.785594866,6.741325366,6.869275965,6.840136342,6.813975802
b3875,TI83333S003730,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4061626-4062318,b3875,8.100418666,8.048297856,8.058831364,8.100310888,8.070474695,8.131026417
b3876,TI83333S003731,CDS,putative permease,"revised start codon, based on EcoGene 17; putative transport protein (GPH family); go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,4062386-4063789,b3876,7.143172635,7.127581785,7.113741813,7.128718876,7.150726011,7.134486978
b3877,TI83333S003732,CDS,putative permease,putative transport protein (GPH family); go_component: inner membrane [goid 0019866],"Escherichia coli K12, complete genome.",NC_000913,4063832-4065238,b3877,7.531080608,7.496340473,7.60851625,7.620478099,7.767093346,7.649001107
b3878,TI83333S003733,CDS,putative alpha-xylosidase,putative glycosidase,"Escherichia coli K12, complete genome.",NC_000913,4065263-4067299,b3878,8.293492272,8.200238532,8.391494839,8.312596057,8.583268283,8.553946449
b3879,TI83333S003734,CDS,putative aldose-1-epimerase,,"Escherichia coli K12, complete genome.",NC_000913,4067498-4068424,b3879,6.909266034,6.87194204,6.884410363,6.850897107,6.911407822,6.925975955
b3880,TI83333S003735,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4068538-4069794,b3880,9.670154119,9.663435469,9.731932835,9.814292757,9.903275263,9.860345299
b3881,TI83333S003736,CDS,putative aldolase,,"Escherichia coli K12, complete genome.",NC_000913,4069796-4070674,b3881,7.957428062,7.845392249,7.900980963,7.77257974,7.768425113,7.843603676
b3882,TI83333S003737,CDS,putative dehydrogenase,putative oxidoreductase,"Escherichia coli K12, complete genome.",NC_000913,4070698-4071594,b3882,7.560483547,7.519837691,7.570842658,7.47374816,7.596694885,7.657278364
b3883,TI83333S003738,CDS,putative kinase,EcoGene suggests alternate start codon; putative sugar kinase,"Escherichia coli K12, complete genome.",NC_000913,4071756-4072658,b3883,11.14182204,10.91037972,11.01889404,11.35434827,11.39652209,11.45338267
b3884,TI83333S003739,CDS,putative DEOR-type transcriptional regulator,EcoGene suggests alternate start codon; putative glycerol-3-phosphate regulon repressor (DeoR family); go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4072668-4073477,b3884,11.6679506,11.56635582,11.46229677,11.86305857,11.78276123,11.90093456
b3885,TI83333S003740,CDS,phosphatase,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4073555-4074175,b3885,12.7557069,12.3470841,12.31481174,12.67502567,12.69179391,12.87946937
b3886,TI83333S003741,CDS,ribonuclease BN,RNase BN; required for 3' maturation of certain phage T4-encoded tRNAs; forms a dimer; specific for immature tRNA substrates containing incorrect residues within the universal CCA sequence; 3' to 5' exoribonuclease; go_component: cytoplasm [goid 0005737]; go_process: RNA modification [goid 0009451],"Escherichia coli K12, complete genome.",NC_000913,4074169-4075041,b3886,11.22355838,11.15228289,11.19525948,10.50669614,10.65110817,10.81697976
b3887,TI83333S003742,CDS,D-tyrosyl-tRNA deacylase,Hydrolyzes D-tyrosyl-tRNA(Tyr) into D-tyrosine and free tRNA(Tyr). Could be a defense mechanism against a harmful effect of D-tyrosine; go_component: cytoplasm [goid 0005737]; go_process: RNA modification [goid 0009451]; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,4075038-4075475,b3887,13.18851336,13.32617443,13.17295107,12.75510178,12.63290447,12.7047564
b3888,TI83333S003743,CDS,putative acetyltransferase,putative acyltransferase,"Escherichia coli K12, complete genome.",NC_000913,4075472-4076461,b3888,13.55765731,13.49097285,13.52106296,13.20563333,13.12489172,13.20355987
b3889,TI83333S003744,CDS,unknown CDS,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4077287-4077532,b3889,9.998734158,10.00263371,10.09663879,10.20931568,10.35910394,10.27536351
b3890,TI83333S003745,CDS,unknown CDS,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4077750-4077992,b3890,9.694136131,9.891211341,9.72391206,9.744202171,9.750195885,9.566938365
b3891,TI83333S003746,CDS,formate dehydrogenase accessory protein FdhE,required for the formation of active formate dehydrogenase; go_process: anaerobic respiration [goid 0009061]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,4078322-4079251,b3891,12.18017295,12.17789476,12.19760842,12.22743064,12.19487034,12.32865869
b3892,TI83333S003747,CDS,"formate dehydrogenase, cytochrome B556 (FDO) subunit","formate dehydrogenase-O, cytochrome B556 (FDO) subunit; go_component: inner membrane [goid 0019866]; go_function: electron donor activity [goid 0009053]; go_process: anaerobic respiration [goid 0009061]; go_process: cytochrome biogenesis [goid 0017004]","Escherichia coli K12, complete genome.",NC_000913,4079248-4079883,b3892,10.46949012,10.43363103,10.50231614,10.4252207,10.42617977,10.43477369
b3893,TI83333S003748,CDS,"formate dehydrogenase-O, Fe-S subunit","formate dehydrogenase-O, iron-sulfur subunit; go_component: inner membrane [goid 0019866]; go_function: electron donor activity [goid 0009053]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,4079880-4080782,b3893,10.70215073,10.6418421,10.83162583,10.62185661,10.60946893,10.78019512
b3894,TI83333S003749,CDS,"formate dehydrogenase-O, major subunit",go_component: cytoplasm [goid 0005737]; go_function: electron donor activity [goid 0009053]; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,4080795-4083845,b3894,11.33260538,11.75053636,11.86314167,10.86199134,11.13826503,10.91592582
b3895,TI83333S003750,CDS,formate dehydrogenase accessory protein,involved in the production or activity of formate dehydrogenase-H which is active when nitrate is not present during anaerobic growth; go_component: cytoplasm [goid 0005737]; go_process: anaerobic respiration [goid 0009061]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,4084039-4084872,b3895,11.90307221,11.97344676,11.94181983,11.72192727,11.65300333,11.68344095
b3896,TI83333S003751,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4085025-4086080,b3896,7.271242938,7.410638389,7.383091705,7.44502956,7.483379558,7.433308094
b3897,TI83333S003752,CDS,putative frv operon regulatory protein,putative transcriptional repressor of sugar phosphotransferase system; go_function: transcriptional repressor activity [goid 0016564]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4086130-4087878,b3897,8.008811989,8.047634811,8.054670516,8.027544799,8.087455591,8.076713573
b3898,TI83333S003753,CDS,frv operon protein,"putative endo-1,4-beta-glucanase in frv locus; go_process: polysaccharide catabolism [goid 0000272]","Escherichia coli K12, complete genome.",NC_000913,4087878-4088948,b3898,8.061815681,8.088232728,7.989768897,7.904547294,7.854417937,8.008983762
b3899,TI83333S003754,CDS,"PTS family enzyme IIBC, fructose-specific","EcoGene suggests alternate start codon; PTS system, fructose-like enzyme IIBC component","Escherichia coli K12, complete genome.",NC_000913,4088938-4090395,b3899,8.983375045,9.169496937,9.136760737,9.183822986,9.305926657,9.185199056
b3900,TI83333S003755,CDS,"PTS family enzyme IIA, fructose-specific","PTS system, fructose-specific IIA component; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,4090400-4090846,b3900,6.578264422,6.520170817,6.537050655,6.543362901,6.54664064,6.515382061
b3901,TI83333S003756,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4091147-4091461,b3901,7.703171449,7.753367259,7.789636225,7.861811412,8.04564474,7.954473805
b3902,TI83333S003757,CDS,rhamnulose-1-phosphate aldolase,go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,4091471-4092295,b3902,9.835349717,9.737302013,9.834716492,9.946039062,10.10042251,10.0920321
b3903,TI83333S003758,CDS,L-rhamnose isomerase,catalyzes the formation of L-rhamnulose from L-rhamnose; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,4092746-4094005,b3903,7.978097497,7.917135157,8.03222182,8.021085042,8.009092716,8.042563098
b3904,TI83333S003759,CDS,rhamnulokinase,go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,4094002-4095471,b3904,8.02415061,8.010465906,8.063728924,8.059287013,8.167028158,8.239068064
b3905,TI83333S003760,CDS,positive regulator for rhaBAD operon,transcriptional regulator (positive) of L-rhamnose catabolism (AraC/XylS family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: carbohydrate catabolism [goid 0016052]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4095759-4096595,b3905,8.157685072,8.134825316,8.139627997,8.185996225,8.279842874,8.237221836
b3906,TI83333S003761,CDS,positive regulator for rhaRS operon,transcriptional regulator (positive) of L-rhamnose catabolism (AraC/XylS familiy); go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: carbohydrate catabolism [goid 0016052]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4096579-4097517,b3906,8.886901634,8.806247896,8.947296459,8.963786542,9.0778964,9.132179774
b3907,TI83333S003762,CDS,L-rhamnose:H+ symporter (DMT superfamily),rhamnose transport; go_component: inner membrane [goid 0019866]; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,4097514-4098548,b3907,11.77541197,11.77724864,11.81106068,11.83762669,11.92430754,12.0593515
b3908,TI83333S003763,CDS,"superoxide dismutase, manganese",go_component: cytoplasm [goid 0005737]; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,4098833-4099453,b3908,17.13914915,17.23445934,16.96312698,16.39359357,16.39202183,16.12740975
b3909,TI83333S003764,CDS,2-keto-3-deoxygluconate permease,transports degraded pectin products into the bacterial cell; go_component: inner membrane [goid 0019866]; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,4099704-4100696,b3909,9.4645975,9.532600031,9.524749145,9.578295601,9.520780711,9.624041948
b3910,TI83333S003765,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4100815-4101519,b3910,13.44638319,12.90023251,12.93652762,13.34342813,13.2561944,13.33274905
b3911,TI83333S003766,CDS,two-component sensor protein,part of two-component CpxA/CpxR system; senses envelope stress; upregulates a number of periplasmic folding and trafficking factors; go_component: inner membrane [goid 0019866]; go_process: protein modification [goid 0006464]; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,4101625-4102998,b3911,14.01354225,14.08682714,14.05601728,13.59915174,13.65267685,13.69447299
b3912,TI83333S003767,CDS,"response regulator in two-component regulatory system with CpxA, regulates expression of stress-related genes (OmpR family)",transcriptional regulator in 2-component system; go_component: cytoplasm [goid 0005737]; go_function: transcriptional activator activity [goid 0016563]; go_process: transcription [goid 0006350]; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,4102995-4103693,b3912,14.46750677,14.25277103,14.20249383,14.11949498,14.15275978,14.17769085
b4484,TI83333S003768,CDS,periplasmic repressor of cpx regulon by interaction with CpxA,go_component: cytoplasm [goid 0005737]; go_component: periplasmic space [goid 0042597]; go_process: transcription [goid 0006350]; go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,4103843-4104343,b4484,12.02666025,12.38739702,12.05822928,12.31698441,11.98201144,12.18946974
b3915,TI83333S003769,CDS,ferrous iron efflux protein F,"member of cation diffusion facilitator family; membrane-bound; indcued by both zinc and iron, but does not induce resistance to zinc; can transport zinc(II) in a proton-dependent manner; instead this protein induces iron resistance; forms dimers; go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,4104492-4105394,b3915,13.591714,13.25484668,13.28773337,13.51562493,13.38769716,13.55335842
b3916,TI83333S003770,CDS,6-phosphofructokinase,"catalyzes the formation of D-fructose 1,6-bisphosphate from D-fructose 6-phosphate in glycolysis; go_component: cytoplasm [goid 0005737]; go_process: carbohydrate catabolism [goid 0016052]","Escherichia coli K12, complete genome.",NC_000913,4105575-4106537,b3916,14.92996992,14.18003164,14.26807811,15.44622772,15.41778362,15.68652973
b3917,TI83333S003771,CDS,periplasmic sulfate-binding protein,"sulfate transport protein (ABC superfamily, peri_bind); go_component: periplasmic space [goid 0042597]; go_process: sulfur metabolism [goid 0006790]","Escherichia coli K12, complete genome.",NC_000913,4106857-4107846,b3917,12.87431605,12.9342982,12.89683236,12.71569871,12.65203327,12.30630594
b3918,TI83333S003772,CDS,CDP-diacylglycerol pyrophosphatase,,"Escherichia coli K12, complete genome.",NC_000913,4107953-4108708,b3918,9.630663888,9.950215925,9.763498484,9.397923649,9.409306875,9.141750472
b3919,TI83333S003773,CDS,triosephosphate isomerase,"In the reaction catalyzed by triosephosphate isomerase, the three carbon ketone sugar dihydroxyacetone phosphate is rearranged (i.e. isomerized) to the three carbon aldehyde sugar, glyceraldehyde-3-phosphate. Under intracellular conditions, the reaction is; go_process: glycolysis [goid 0006096]","Escherichia coli K12, complete genome.",NC_000913,4108763-4109530,b3919,16.00925672,16.08589465,15.96046508,16.12897229,16.09348737,16.21874016
b3920,TI83333S003774,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4109638-4110237,b3920,11.54039149,11.50074666,11.25239787,10.83141405,10.53148242,10.5758014
b3921,TI83333S003775,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4110338-4110778,b3921,10.91161346,10.5875668,10.45583939,10.7733926,10.7096434,10.80594512
b3922,TI83333S003776,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4110990-4111289,b3922,14.00116351,13.23225532,13.20540324,13.87288902,13.95888883,14.13051651
b3923,TI83333S003777,CDS,putative regulator,putative stress protein; go_process: response to stress [goid 0006950],"Escherichia coli K12, complete genome.",NC_000913,4111316-4111744,b3923,12.44086841,11.79953682,11.69385955,12.56480142,12.62493148,12.82166556
b3924,TI83333S003778,CDS,ferredoxin-NADP reductase,go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,4111749-4112495,b3924,13.72276337,13.55555107,13.34236713,13.38979758,13.34131891,13.08935798
b3925,TI83333S003779,CDS,"fructose 1,6-bisphosphatase II","distinct fructose 1,6-bisphosphatae; dimeric enzyme; binds manganese; go_component: cytoplasm [goid 0005737]; go_process: amino acid biosynthesis [goid 0008652]","Escherichia coli K12, complete genome.",NC_000913,4112592-4113602,b3925,11.99530682,11.89349675,11.7047851,12.37614723,12.06875453,12.45994068
b3926,TI83333S003780,CDS,glycerol kinase,catalyzes the phosphorylation of glycerol to glycerol 3-phosphate; go_process: glycerol metabolism [goid 0006071],"Escherichia coli K12, complete genome.",NC_000913,4113737-4115245,b3926,10.94368394,10.83695741,10.82574714,10.95477177,10.92581184,11.03119968
b3927,TI83333S003781,CDS,"MIP channel, glycerol diffusion",facilitated diffusion of glycerol; go_component: inner membrane [goid 0019866]; go_process: glycerol metabolism [goid 0006071],"Escherichia coli K12, complete genome.",NC_000913,4115268-4116113,b3927,10.1148053,10.03032973,9.980790631,9.871148505,9.767337311,9.930143451
b3928,TI83333S003782,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4116538-4116783,b3928,15.62954568,15.52050985,15.32558164,15.7385438,15.75406727,15.63604792
b3929,TI83333S003783,CDS,ribonuclease activity regulator protein RraA,regulator of RNase E; increases half-life and abundance of RNAs; interacts with RNase E possibly inhibiting catalytic activity,"Escherichia coli K12, complete genome.",NC_000913,4116868-4117353,b3929,15.08156165,14.35359325,14.40662662,15.28561489,15.16569803,15.37048105
b3930,TI83333S003784,CDS,"1,4-dihydroxy-2-naphthoate octaprenyltransferase,","catalyzes the formation of dimethylmenaquinone from 1,4-dihydroxy-2-naphthoate; go_component: inner membrane [goid 0019866]; go_process: anaerobic respiration [goid 0009061]","Escherichia coli K12, complete genome.",NC_000913,4117446-4118372,b3930,10.90240351,11.3014783,11.23594006,11.05492285,10.99787005,11.01313451
b3931,TI83333S003785,CDS,ATP-dependent protease ATP-binding subunit,heat shock protein involved in degradation of misfolded proteins; go_component: cytoplasm [goid 0005737]; go_function: peptidase activity [goid 0008233]; go_process: proteolysis and peptidolysis [goid 0006508]; go_process: protein folding [goid 0006457]; go_process: response to temperature [goid 0009266],"Escherichia coli K12, complete genome.",NC_000913,4118439-4119770,b3931,13.57810254,13.85649411,13.68156115,13.39801816,13.62485725,13.40688697
b3932,TI83333S003786,CDS,ATP-dependent protease peptidase subunit,heat shock protein involved indegradation of misfolded proteins; go_component: cytoplasm [goid 0005737]; go_function: peptidase activity [goid 0008233]; go_process: proteolysis and peptidolysis [goid 0006508]; go_process: protein folding [goid 0006457],"Escherichia coli K12, complete genome.",NC_000913,4119780-4120310,b3932,14.81102344,14.4635512,14.46310088,14.21649914,14.38220743,14.17388656
b3933,TI83333S003787,CDS,essential cell division protein,"essential cell division protein, epimerase- or mutase-like; go_component: inner membrane [goid 0019866]","Escherichia coli K12, complete genome.",NC_000913,4120403-4121362,b3933,12.78823449,12.67581319,12.62483491,12.55436179,12.39046679,12.50110201
b3934,TI83333S003788,CDS,"regulator for deo operon, udp, cdd, tsx, nupC, and nupG","transcriptional repressor for genes of nucleoside catabolism and recycling (GalR/LacI family); go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: nucleobase, nucleoside and nucleotide interconversion [goid 0015949]; go_process: transcription [goid 0006350]","Escherichia coli K12, complete genome.",NC_000913,4121454-4122479,b3934,11.51972216,11.76815679,11.67583874,11.16172867,11.1181443,11.118434
b3935,TI83333S003789,CDS,primosome assembly protein PriA,"binding of PriA to forked DNA starts the assembly of the primosome, also posseses 3'-5' helicase activity; go_component: cytoplasm [goid 0005737]; go_process: DNA dependent DNA replication [goid 0006261]","Escherichia coli K12, complete genome.",NC_000913,4122635-4124833,b3935,10.32061315,11.0720891,11.13916336,10.31726326,10.32666142,10.23950126
b3936,TI83333S003790,CDS,50S ribosomal subunit protein L31,go_component: cytosolic ribosome (sensu Bacteria) [goid 0009281]; go_component: cytoplasm [goid 0005737]; go_function: structural constituent of ribosome [goid 0003735]; go_process: protein biosynthesis [goid 0006412],"Escherichia coli K12, complete genome.",NC_000913,4125036-4125248,b3936,15.89231713,16.40926609,16.25057855,16.28413773,16.16048116,16.03838775
b3937,TI83333S003791,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4125309-4125917,b3937,10.61301774,10.74959318,10.45355727,9.974518085,10.25579137,9.987654749
b3938,TI83333S003792,CDS,transcriptional repressor protein MetJ,when combined with S-adenosylmethionine represses the expression of the methionine regulon and of proteins involved in S-adenosylmethionine synthesis; go_component: cytoplasm [goid 0005737]; go_function: transcriptional repressor activity [goid 0016564]; go_process: methionine biosynthesis [goid 0009086]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4126101-4126418,b3938,13.81054074,13.98938323,13.6444904,13.29517471,13.2658792,13.08294473
b3939,TI83333S003793,CDS,cystathionine gamma-synthase,catalyzes the formation of cystathionine from L-cysteine and O-succinyl-L-homoserine; go_component: cytoplasm [goid 0005737]; go_process: amino acid catabolism [goid 0009063]; go_process: methionine biosynthesis [goid 0009086],"Escherichia coli K12, complete genome.",NC_000913,4126695-4127855,b3939,12.88068729,12.81772801,12.78321223,12.29953913,12.1725805,12.12298633
b3940,TI83333S003794,CDS,bifunctional aspartate kinase II/homoserine dehydrogenase II,multifunctional homodimeric enzyme that catalyzes the phosphorylation of aspartate to form aspartyl-4-phosphate as well as conversion of aspartate semialdehyde to homoserine; functions in a number of amino acid biosynthetic pathways; go_process: methionine biosynthesis [goid 0009086]; go_process: homoserine biosynthesis [goid 0009090],"Escherichia coli K12, complete genome.",NC_000913,4127858-4130290,b3940,12.41860455,12.69666049,12.79192944,12.3339648,12.30052425,12.12639499
b3941,TI83333S003795,CDS,"5,10-methylenetetrahydrofolate reductase","MTHFR; catalyzes NADH-linked reduction of 5,10-methylenetetrahydrofolate to 5-methyltetrahydrofolate using FAD as a cofactor; go_process: 10-formyltetrahydrofolate biosynthesis [goid 0009257]","Escherichia coli K12, complete genome.",NC_000913,4130639-4131529,b3941,12.39888889,12.79006798,12.55948173,11.76373943,12.02409139,11.26241568
b3942,TI83333S003796,CDS,catalase; hydroperoxidase HPI(I),go_process: xenobiotic metabolism [goid 0006805],"Escherichia coli K12, complete genome.",NC_000913,4131858-4134038,b3942,13.91430144,13.43686532,13.4425647,13.82869218,13.79347805,13.95779343
b3943,TI83333S003797,CDS,hypothetical protein,EcoGene suggests alternate start codon,"Escherichia coli K12, complete genome.",NC_000913,4134098-4135036,b3943,10.10503943,9.998214404,9.865028035,9.963563837,9.978683287,10.1084073
b3944,TI83333S003798,CDS,hypothetical protein,,"Escherichia coli K12, complete genome.",NC_000913,4135063-4135680,b3944,9.433455791,9.101601159,9.20674365,9.37418137,9.612092844,9.585209663
b3945,TI83333S003799,CDS,glycerol dehydrogenase,forms dimers and octamers; involved in conversion of glycerol to dihydroxy-acetone; go_process: glycerol metabolism [goid 0006071],"Escherichia coli K12, complete genome.",NC_000913,4135955-4137097,b3945,11.9980746,10.48771454,10.81570833,12.92607575,12.76584734,13.11650218
b3946,TI83333S003800,CDS,fructose-6-phosphate aldolase,catalyzes the formation of glycerone and D-glyxeraldehyde 3-phosphate from D-fructose 6-phosphate,"Escherichia coli K12, complete genome.",NC_000913,4137069-4137731,b3946,9.718138092,9.49934934,9.409737266,9.558497493,9.480253422,9.656147758
b3947,TI83333S003801,CDS,PEP-protein phosphotransferase system enzyme I,EcoGene suggests alternate start codon; PTS family Hpr (N-terminal); enzyme I (center); enzyme IIA (C-terminal); go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,4137743-4140244,b3947,9.112199153,9.00166606,9.070245054,9.202114612,9.350472221,9.371015633
b3949,TI83333S003802,CDS,"PTS family enzyme IIC, fructose-mannitol-specific","PTS system, fructose-like enzyme II component","Escherichia coli K12, complete genome.",NC_000913,4140553-4141632,b3949,10.05713444,10.09417155,10.19136986,10.32727477,10.30039796,10.39260913
b3950,TI83333S003803,CDS,"PTS family enzyme IIB, fructose-mannitol-specific",PTS system fructose-like IIB component 1; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,4141647-4141967,b3950,9.565036065,9.249216035,9.414888066,9.62743258,9.771918484,9.796054221
b3951,TI83333S003804,CDS,formate acetyltransferase 2,putative pyruvate formate lyase II; go_process: anaerobic respiration [goid 0009061],"Escherichia coli K12, complete genome.",NC_000913,4142018-4144315,b3951,8.759722059,8.795515149,8.837865945,8.718423027,8.915601226,8.915972612
b3952,TI83333S003805,CDS,probable pyruvate formate lyase activating enzyme 2,putative pyruvate formate lyase activating enzyme 2; go_process: anaerobic respiration [goid 0009061]; go_process: protein modification [goid 0006464],"Escherichia coli K12, complete genome.",NC_000913,4144281-4145159,b3952,10.82949659,10.83098703,10.95987616,11.11837155,11.21158293,11.20436748
b3953,TI83333S003806,CDS,"PTS family enzyme IIB, fructose-mannose-specific",PTS system fructose-like IIB component 2; go_process: carbohydrate catabolism [goid 0016052],"Escherichia coli K12, complete genome.",NC_000913,4145161-4145502,b3953,11.86264347,11.84122406,11.88658776,11.99481387,12.08178286,12.1034573
b3954,TI83333S003807,CDS,putative ARAC-type regulatory protein,putative transcriptional regulator (AraC/XylS family); go_function: transcriptional activator activity [goid 0016563]; go_process: transcription [goid 0006350],"Escherichia coli K12, complete genome.",NC_000913,4145489-4146340,b3954,9.889277776,9.534081966,9.590072018,10.04579629,9.840705268,9.91702591
b3955,TI83333S003808,CDS,protein required for invasion of brain microvascular endothelial cells,putative transmembrane protein,"Escherichia coli K12, complete genome.",NC_000913,4146555-4148288,b3955,11.10715059,11.8552726,11.83867777,10.55811252,10.64482458,10.34443473
b3956,TI83333S003809,CDS,phosphoenolpyruvate carboxylase,catalyzes the formation of oxaloacetae from phosphoenolpyruvate; go_component: cytoplasm [goid 0005737]; go_process: fermentation [goid 0006113]; go_process: tricarboxylic acid cycle [goid 0006099],"Escherichia coli K12, complete genome.",NC_000913,4148470-4151121,b3956,15.24708698,15.07831159,15.18279474,15.1800215,15.1378124,15.04478463
b3957,TI83333S003810,CDS,acetylornithine deacetylase,catalyzes the formation of L-ornithine from N(2)-acetyl-L-ornithine in arginine biosynthesis; go_component: cytoplasm [goid 0005737]; go_process: arginine biosynthesis [goid 0006526],"Escherichia coli K12, complete genome.",NC_000913,4151719-4152870,b3957,12.89235936,12.63843674,12.60340532,12.77496914,12.84247018,12.63360714
b3958,TI83333S003811,CDS,N-acetyl-gamma-glutamyl-phosphate reductase,catalyzes the reduction of N-acetyl-5-glutamyl phosohate to N-acetyl-glutamate 5-semialdehyde in arginine biosynthesis; go_component: cytoplasm [goid 0005737]; go_process: arginine biosynthesis [goid 0006526],"Escherichia coli K12, complete genome.",NC_000913,4153024-4154028,b3958,13.42058765,13.35729508,13.31719179,13.28930682,13.40607493,13.10854765
b3959,TI83333S003812,CDS,acetylglutamate kinase,catalyzes the phosphorylation of N-acetyl-L-glutamate to form N-acetyl-L-glutamate 5-phosphate; go_component: cytoplasm [goid 0005737]; go_process: arginine biosynthesis [goid 0006526],"Escherichia coli K12, complete genome.",NC_000913,4154036-4154812,b3959,14.08823874,13.8142676,13.91632882,14.23067484,14.2629642,14.21606839
